clip,frame_idx,predicted_state,state_conf,top_k_states,dominant_components,reason_flags,state_origin,base_state_origin,base_state_name,oracle_step_hints,frame_name,source_label_frame_idx
10_assy_0_1,44,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000044.jpg,
10_assy_0_1,45,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000045.jpg,
10_assy_0_1,46,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000046.jpg,
10_assy_0_1,47,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000047.jpg,
10_assy_0_1,48,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000048.jpg,
10_assy_0_1,49,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000049.jpg,
10_assy_0_1,50,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000050.jpg,
10_assy_0_1,51,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000051.jpg,
10_assy_0_1,52,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000052.jpg,
10_assy_0_1,53,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000053.jpg,
10_assy_0_1,54,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000054.jpg,
10_assy_0_1,55,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000055.jpg,
10_assy_0_1,56,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000056.jpg,
10_assy_0_1,57,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000057.jpg,
10_assy_0_1,58,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000058.jpg,
10_assy_0_1,59,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000059.jpg,
10_assy_0_1,60,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000060.jpg,
10_assy_0_1,61,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000061.jpg,
10_assy_0_1,62,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000062.jpg,
10_assy_0_1,63,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000063.jpg,
10_assy_0_1,64,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000064.jpg,
10_assy_0_1,65,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000065.jpg,
10_assy_0_1,66,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000066.jpg,
10_assy_0_1,67,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000067.jpg,
10_assy_0_1,68,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000068.jpg,
10_assy_0_1,69,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000069.jpg,
10_assy_0_1,70,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000070.jpg,
10_assy_0_1,71,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000071.jpg,
10_assy_0_1,72,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000072.jpg,
10_assy_0_1,73,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000073.jpg,
10_assy_0_1,74,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000074.jpg,
10_assy_0_1,75,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000075.jpg,
10_assy_0_1,76,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000076.jpg,
10_assy_0_1,77,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000077.jpg,
10_assy_0_1,78,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000078.jpg,
10_assy_0_1,79,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000079.jpg,
10_assy_0_1,80,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000080.jpg,
10_assy_0_1,81,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000081.jpg,
10_assy_0_1,82,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000082.jpg,
10_assy_0_1,83,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000083.jpg,
10_assy_0_1,84,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000084.jpg,
10_assy_0_1,85,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000085.jpg,
10_assy_0_1,86,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000086.jpg,
10_assy_0_1,87,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000087.jpg,
10_assy_0_1,88,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000088.jpg,
10_assy_0_1,89,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000089.jpg,
10_assy_0_1,90,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000090.jpg,
10_assy_0_1,91,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000091.jpg,
10_assy_0_1,92,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000092.jpg,
10_assy_0_1,93,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000093.jpg,
10_assy_0_1,94,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000094.jpg,
10_assy_0_1,95,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000095.jpg,
10_assy_0_1,96,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000096.jpg,
10_assy_0_1,97,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000097.jpg,
10_assy_0_1,98,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000098.jpg,
10_assy_0_1,99,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000099.jpg,
10_assy_0_1,100,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000100.jpg,
10_assy_0_1,101,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000101.jpg,
10_assy_0_1,102,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000102.jpg,
10_assy_0_1,103,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000103.jpg,
10_assy_0_1,104,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000104.jpg,
10_assy_0_1,105,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000105.jpg,
10_assy_0_1,106,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000106.jpg,
10_assy_0_1,107,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000107.jpg,
10_assy_0_1,108,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000108.jpg,
10_assy_0_1,109,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000109.jpg,
10_assy_0_1,110,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000110.jpg,
10_assy_0_1,111,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000111.jpg,
10_assy_0_1,112,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000112.jpg,
10_assy_0_1,113,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000113.jpg,
10_assy_0_1,114,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000114.jpg,
10_assy_0_1,115,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000115.jpg,
10_assy_0_1,116,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000116.jpg,
10_assy_0_1,117,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000117.jpg,
10_assy_0_1,118,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000118.jpg,
10_assy_0_1,119,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000119.jpg,
10_assy_0_1,120,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000120.jpg,
10_assy_0_1,121,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000121.jpg,
10_assy_0_1,122,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000122.jpg,
10_assy_0_1,123,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000123.jpg,
10_assy_0_1,124,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000124.jpg,
10_assy_0_1,125,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000125.jpg,
10_assy_0_1,126,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000126.jpg,
10_assy_0_1,127,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000127.jpg,
10_assy_0_1,128,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000128.jpg,
10_assy_0_1,129,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000129.jpg,
10_assy_0_1,130,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000130.jpg,
10_assy_0_1,131,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000131.jpg,
10_assy_0_1,132,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000132.jpg,
10_assy_0_1,133,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000133.jpg,
10_assy_0_1,134,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000134.jpg,
10_assy_0_1,135,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000135.jpg,
10_assy_0_1,136,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000136.jpg,
10_assy_0_1,137,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000137.jpg,
10_assy_0_1,138,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000138.jpg,
10_assy_0_1,139,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000139.jpg,
10_assy_0_1,140,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000140.jpg,
10_assy_0_1,141,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000141.jpg,
10_assy_0_1,142,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000142.jpg,
10_assy_0_1,143,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000143.jpg,
10_assy_0_1,144,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000144.jpg,
10_assy_0_1,145,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000145.jpg,
10_assy_0_1,146,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000146.jpg,
10_assy_0_1,147,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000147.jpg,
10_assy_0_1,148,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000148.jpg,
10_assy_0_1,149,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000149.jpg,
10_assy_0_1,150,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000150.jpg,
10_assy_0_1,151,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000151.jpg,
10_assy_0_1,152,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000152.jpg,
10_assy_0_1,153,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000153.jpg,
10_assy_0_1,154,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000154.jpg,
10_assy_0_1,155,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000155.jpg,
10_assy_0_1,156,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000156.jpg,
10_assy_0_1,157,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000157.jpg,
10_assy_0_1,158,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000158.jpg,
10_assy_0_1,159,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000159.jpg,
10_assy_0_1,160,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000160.jpg,
10_assy_0_1,161,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000161.jpg,
10_assy_0_1,162,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000162.jpg,
10_assy_0_1,163,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000163.jpg,
10_assy_0_1,164,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000164.jpg,
10_assy_0_1,165,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000165.jpg,
10_assy_0_1,166,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000166.jpg,
10_assy_0_1,167,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000167.jpg,
10_assy_0_1,168,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000168.jpg,
10_assy_0_1,169,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000169.jpg,
10_assy_0_1,170,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000170.jpg,
10_assy_0_1,171,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000171.jpg,
10_assy_0_1,172,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000172.jpg,
10_assy_0_1,173,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000173.jpg,
10_assy_0_1,174,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000174.jpg,
10_assy_0_1,175,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000175.jpg,
10_assy_0_1,176,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000176.jpg,
10_assy_0_1,177,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000177.jpg,
10_assy_0_1,178,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000178.jpg,
10_assy_0_1,179,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000179.jpg,
10_assy_0_1,180,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000180.jpg,
10_assy_0_1,181,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000181.jpg,
10_assy_0_1,182,background,0.9,"[[""background"", 0.9]]",[],"[""seeded_initial_state""]",seeded_initial_state,seeded_initial_state,background,[],000182.jpg,
