clip,slice_order,frame_idx,frame_name,timestamp_ns,rgb_path,depth_path,stereo_left_path,stereo_right_path,gaze_x,gaze_y,has_hands,source_archive,split,notes,pose_00,pose_01,pose_02,pose_03,pose_04,pose_05,pose_06,pose_07,pose_08,pose_09,pose_10,pose_11,pose_12,pose_13,pose_14,pose_15
10_assy_0_1,10,10,000010.jpg,1000000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000010.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000010.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000010.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000010.jpg,858,176,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9437747038343183,-0.2870125756659701,-0.16405209481146724,-0.051,-0.0794269058083711,0.6785666954092068,-0.730231885441287,-0.016,0.3209060221250966,-0.6761442311304701,-0.6632106028048951,-0.093,0.0,0.0,0.0,1.0
10_assy_0_1,11,11,000011.jpg,1100000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000011.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000011.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000011.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000011.jpg,852,159,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9448778695964263,-0.28397720647085506,-0.16298085087496722,-0.05,-0.07866149958824516,0.6800707520365765,-0.7289143575941784,-0.016,0.31783357284819275,-0.6759147271878418,-0.6649218762690381,-0.093,0.0,0.0,0.0,1.0
10_assy_0_1,12,12,000012.jpg,1200000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000012.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000012.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000012.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000012.jpg,833,157,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9426860463892293,-0.2871380796514708,-0.1699845321113348,-0.051,-0.07481652756014584,0.6783352587097983,-0.7309334880787396,-0.016,0.3251853396862868,-0.6763231476189298,-0.6609398572093664,-0.092,0.0,0.0,0.0,1.0
10_assy_0_1,13,13,000013.jpg,1300000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000013.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000013.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000013.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000013.jpg,646,252,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9405187336013716,-0.28999069498437996,-0.17700256655582272,-0.052,-0.07165722690534757,0.6785932101884199,-0.7310105997305446,-0.016,0.3320990117075142,-0.6748456504332316,-0.6590095557078371,-0.092,0.0,0.0,0.0,1.0
10_assy_0_1,14,14,000014.jpg,1400000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000014.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000014.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000014.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000014.jpg,659,255,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9395994376180491,-0.29295560800315373,-0.17700256655582272,-0.052,-0.07379712409887665,0.6783638312560041,-0.7310105997305446,-0.016,0.33422579389176554,-0.6737948680297128,-0.6590095557078371,-0.091,0.0,0.0,0.0,1.0
10_assy_0_1,15,15,000015.jpg,1500000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000015.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000015.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000015.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000015.jpg,0,0,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9393821899038631,-0.29481878138578416,-0.1750513851234075,-0.053,-0.07597013482804298,0.6768233338098124,-0.7322149366304818,-0.017,0.3343495773971178,-0.6745309933225995,-0.6581932080640123,-0.091,0.0,0.0,0.0,1.0
10_assy_0_1,16,16,000016.jpg,1600000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000016.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000016.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000016.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000016.jpg,794,343,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9390103668413694,-0.29600868566387445,-0.1750382500369062,-0.053,-0.07635540525018777,0.6757558391502648,-0.7331602130117272,-0.017,0.33530491057173095,-0.6750799240577868,-0.657143601567128,-0.091,0.0,0.0,0.0,1.0
10_assy_0_1,17,17,000017.jpg,1700000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000017.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000017.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000017.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000017.jpg,801,345,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9390690026603044,-0.2958906443349783,-0.1749232255522764,-0.053,-0.07660107257250687,0.676250398594031,-0.7326784247418207,-0.017,0.3350845921902747,-0.6746362908978776,-0.6577113280765594,-0.091,0.0,0.0,0.0,1.0
10_assy_0_1,18,18,000018.jpg,1800000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000018.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000018.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000018.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000018.jpg,964,356,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9396586691153492,-0.29393638448267534,-0.1750513851234075,-0.052,-0.07533442947962346,0.6768943863781108,-0.7322149366304818,-0.017,0.3337159110551223,-0.6748447166326885,-0.6581932080640123,-0.092,0.0,0.0,0.0,1.0
10_assy_0_1,19,19,000019.jpg,1900000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000019.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000019.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000019.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000019.jpg,1018,362,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9403534417375784,-0.29408170570885206,-0.17103027503825985,-0.051,-0.07744184878467239,0.6745783667552321,-0.7341299525034076,-0.017,0.3312675122451681,-0.6770967268221105,-0.6571163198838404,-0.093,0.0,0.0,0.0,1.0
10_assy_0_1,20,20,000020.jpg,2000000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000020.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000020.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000020.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000020.jpg,1012,362,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9453555393386741,-0.28294278717618254,-0.1620070474598501,-0.049,-0.07425165720230469,0.6706678039476344,-0.7380321050948726,-0.017,0.31747377158498635,-0.685673447008874,-0.6550284943592705,-0.094,0.0,0.0,0.0,1.0
10_assy_0_1,21,21,000021.jpg,2100000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000021.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000021.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000021.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000021.jpg,1002,358,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9511518754060049,-0.27412529647222617,-0.14200504126844912,-0.045,-0.08054926400337863,0.6643971837737104,-0.7430263779046317,-0.019,0.29803007563021866,-0.6952925312611784,-0.6540232182363784,-0.097,0.0,0.0,0.0,1.0
10_assy_0_1,22,22,000022.jpg,2200000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000022.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000022.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000022.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000022.jpg,1125,537,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9640459578773908,-0.2510825926388909,-0.08702254175785104,-0.037,-0.10166488381416298,0.6510508186847754,-0.7521948437000459,-0.021,0.24551912858129182,-0.7163032620082199,-0.6531691927342154,-0.102,0.0,0.0,0.0,1.0
10_assy_0_1,23,23,000023.jpg,2300000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000023.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000023.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000023.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000023.jpg,1051,501,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9747726451078735,-0.22089400932948067,-0.03200198418453107,-0.026,-0.12151767354853531,0.6454819519465789,-0.7540467523480133,-0.022,0.18722111356562127,-0.7311353406542334,-0.6560406757828869,-0.11,0.0,0.0,0.0,1.0
10_assy_0_1,24,24,000024.jpg,2400000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000024.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000024.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000024.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000024.jpg,970,473,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9786946032436245,-0.20507798703613933,-0.009994639313626824,-0.017,-0.12644621490662927,0.6403617736128796,-0.7575936599729132,-0.023,0.16176596773608148,-0.7401890421565104,-0.6526499471798316,-0.118,0.0,0.0,0.0,1.0
10_assy_0_1,25,25,000025.jpg,2500000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000025.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000025.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000025.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000025.jpg,948,446,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9817488665739136,-0.19005307227390006,-0.00699947855827039,-0.008,-0.1183089650885797,0.6391314718884388,-0.7599433863264995,-0.023,0.14890316235898146,-0.745245457121994,-0.649951580410822,-0.127,0.0,0.0,0.0,1.0
10_assy_0_1,26,26,000026.jpg,2600000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000026.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000026.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000026.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000026.jpg,923,428,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9855938656282381,-0.16898443518827003,-0.00699947855827039,0.002,-0.10459424684902567,0.6415185836004269,-0.7599433863264995,-0.022,0.13290889948408796,-0.7482634346000101,-0.649951580410822,-0.133,0.0,0.0,0.0,1.0
10_assy_0_1,27,27,000027.jpg,2700000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000027.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000027.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000027.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000027.jpg,897,424,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9888220347025481,-0.14908717565718543,-0.0019994352393060792,0.012,-0.09613065466446158,0.6477234230196001,-0.755786520457698,-0.021,0.11397315877211914,-0.7471461579412263,-0.654815040872741,-0.14,0.0,0.0,0.0,1.0
10_assy_0_1,28,28,000028.jpg,2800000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000028.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000028.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000028.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000028.jpg,882,428,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9908359239948752,-0.13399739873475694,0.016996142313492574,0.02,-0.1007401856822177,0.6493022440479043,-0.7538289002572588,-0.02,0.08997547838124696,-0.7486329494529842,-0.6568509117626248,-0.146,0.0,0.0,0.0,1.0
10_assy_0_1,29,29,000029.jpg,2900000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000029.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000029.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000029.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000029.jpg,852,434,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9909052819556208,-0.13202375421267182,0.02600866232707259,0.027,-0.10625325289342884,0.6490942663340282,-0.7532508743186793,-0.02,0.08256493470000881,-0.7491637749757271,-0.6572188903417959,-0.152,0.0,0.0,0.0,1.0
10_assy_0_1,30,30,000030.jpg,3000000000,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/rgb/000030.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/depth/000030.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_left/000030.jpg,/tmp/industreal_pilot/dataset_batch/raw_cad_dataset__all_test_clips/test_p2/10_assy_0_1/stereo_right/000030.jpg,832,441,True,test_p2,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9912970785878312,-0.1290500550502245,0.026003562732158175,0.031,-0.10407423713580555,0.6472923014432306,-0.755103456260747,-0.021,0.0806142366324421,-0.7512381511770152,-0.6550897534447541,-0.158,0.0,0.0,0.0,1.0
